Y,X1,X2,X3,X4,X5,X6,X7
999,0.256,0.694,0.709,0.467,0.663,0.73,0.692
999,0.249,0.658,0.643,0.466,0.665,0.716,0.673
999,0.242,0.652,0.671,0.465,0.667,0.72,0.693
999,0.236,0.68,0.645,0.464,0.669,0.735,0.698
999,0.229,0.666,0.604,0.464,0.671,0.713,0.7
999,0.222,0.687,0.632,0.463,0.673,0.744,0.698
999,0.215,0.682,0.621,0.462,0.674,0.731,0.712
0.258,0.209,0.701,0.647,0.461,0.675,0.743,0.695
999,0.202,0.684,0.685,0.46,0.676,0.71,0.689
999,0.196,0.677,0.627,0.459,0.678,0.753,0.7
999,0.195,0.699,0.684,0.458,0.701,0.755,0.714
999,0.193,0.671,0.612,0.457,0.66,0.709,0.669
999,0.192,0.648,0.586,0.456,0.669,0.716,0.695
999,0.191,0.664,0.602,0.455,0.677,0.74,0.684
999,0.189,0.675,0.56,0.454,0.67,0.721,0.674
999,0.189,0.691,0.6,0.454,0.679,0.708,0.699
999,0.193,0.676,0.633,0.453,0.688,0.744,0.697
0.23,0.197,0.667,0.636,0.452,0.694,0.725,0.697
999,0.201,0.705,0.707,0.451,0.695,0.745,0.696
999,0.204,0.712,0.713,0.45,0.709,0.727,0.696
999,0.208,0.718,0.78,0.449,0.71,0.718,0.684
999,0.212,0.675,0.772,0.448,0.681,0.668,0.639
999,0.168,0.647,0.754,0.447,0.669,0.701,0.651
999,0.146,0.638,0.735,0.446,0.672,0.697,0.662
999,0.151,0.675,0.72,0.445,0.676,0.715,0.66
999,0.156,0.684,0.725,0.444,0.688,0.75,0.692
999,0.161,0.693,0.731,0.444,0.699,0.737,0.714
0.218,0.166,0.7,0.752,0.443,0.711,0.818,0.777
999,0.171,0.706,0.776,0.442,0.723,0.808,0.77
999,0.176,0.704,0.8,0.441,0.723,0.786,0.771
999,0.181,0.682,0.801,0.44,0.721,0.748,0.707
999,0.185,0.671,0.796,0.439,0.71,0.733,0.697
999,0.19,0.653,0.772,0.438,0.691,0.704,0.673
999,0.195,0.662,0.759,0.437,0.671,0.714,0.655
999,0.197,0.662,0.729,0.436,0.664,0.714,0.663
999,0.197,0.64,0.701,0.435,0.666,0.713,0.672
999,0.198,0.652,0.706,0.579,0.669,0.72,0.688
0.216,0.198,0.648,0.687,0.577,0.671,0.712,0.669
999,0.198,0.69,0.701,0.576,0.674,0.721,0.678
999,0.199,0.695,0.698,0.575,0.676,0.695,0.677
999,0.199,0.665,0.671,0.573,0.679,0.716,0.667
999,0.2,0.664,0.702,0.572,0.675,0.693,0.659
999,0.2,0.637,0.638,0.57,0.67,0.678,0.632
999,0.202,0.631,0.579,0.472,0.666,0.644,0.633
999,0.205,0.639,0.563,0.425,0.663,0.698,0.636
999,0.207,0.666,0.493,0.439,0.664,0.69,0.664
999,0.209,0.691,0.466,0.453,0.664,0.685,0.654
0.211,0.212,0.661,0.421,0.468,0.677,0.701,0.672
999,0.215,0.675,0.384,0.487,0.665,0.699,0.68
999,0.219,0.661,0.326,0.505,0.656,0.614,0.632
999,0.223,0.637,0.273,0.524,0.655,0.677,0.659
999,0.228,0.642,0.261,0.543,0.657,0.715,0.696
999,0.232,0.668,0.255,0.483,0.661,0.705,0.696
999,0.236,0.704,0.282,0.431,0.665,0.684,0.666
999,0.24,0.669,0.246,0.445,0.664,0.634,0.619
999,0.244,0.699,0.3,0.459,0.661,0.661,0.656
999,0.248,0.682,0.251,0.477,0.664,0.677,0.649
0.255,0.253,0.683,0.272,0.516,0.679,0.706,0.686
999,0.257,0.674,0.312,0.555,0.686,0.736,0.709
999,0.254,0.701,0.353,0.594,0.693,0.706,0.7
999,0.252,0.7,0.421,0.633,0.7,0.715,0.687
999,0.249,0.707,0.513,0.665,0.704,0.743,0.714
999,0.247,0.705,0.615,0.659,0.707,0.734,0.701
999,0.244,0.709,0.692,0.652,0.711,0.753,0.67
999,0.242,0.693,0.757,0.645,0.704,0.728,0.667
999,0.239,0.707,0.769,0.638,0.693,0.711,0.645
999,0.237,0.687,0.742,0.631,0.682,0.68,0.615
0.276,0.234,0.66,0.746,0.624,0.689,0.683,0.664
999,0.232,0.66,0.744,0.618,0.698,0.698,0.679
999,0.229,0.667,0.766,0.611,0.708,0.749,0.712
999,0.227,0.691,0.782,0.604,0.715,0.748,0.712
999,0.224,0.701,0.801,0.597,0.712,0.76,0.712
999,0.222,0.695,0.804,0.593,0.71,0.712,0.673
999,0.219,0.66,0.804,0.594,0.708,0.758,0.675
999,0.217,0.667,0.8,0.596,0.705,0.759,0.688
999,0.214,0.682,0.794,0.512,0.703,0.76,0.671
999,0.212,0.653,0.808,0.509,0.7,0.697,0.678
0.212,0.211,0.628,0.778,0.458,0.697,0.695,0.651
999,0.21,0.633,0.751,0.46,0.687,0.699,0.651
999,0.208,0.64,0.738,0.463,0.678,0.71,0.651
999,0.207,0.665,0.717,0.465,0.668,0.677,0.64
999,0.206,0.673,0.685,0.468,0.658,0.639,0.621
999,0.205,0.665,0.664,0.47,0.648,0.684,0.638
999,0.204,0.657,0.619,0.473,0.642,0.71,0.642
999,0.203,0.675,0.612,0.463,0.652,0.749,0.713
999,0.201,0.691,0.636,0.421,0.668,0.759,0.73
999,0.2,0.668,0.679,0.463,0.671,0.757,0.675
0.186,0.194,0.678,0.699,0.468,0.657,0.722,0.688
999,0.189,0.667,0.713,0.472,0.643,0.688,0.643
999,0.184,0.677,0.702,0.476,0.63,0.691,0.644
999,0.179,0.672,0.643,0.48,0.627,0.666,0.64
999,0.173,0.654,0.625,0.484,0.623,0.704,0.637
999,0.168,0.662,0.607,0.488,0.619,0.719,0.656
999,0.172,0.67,0.591,0.492,0.632,0.705,0.649
999,0.175,0.683,0.617,0.496,0.634,0.713,0.665
999,0.179,0.654,0.589,0.592,0.636,0.71,0.676
999,0.183,0.697,0.649,0.594,0.657,0.754,0.698
0.226,0.186,0.712,0.696,0.597,0.677,0.77,0.707
999,0.19,0.691,0.757,0.599,0.672,0.755,0.721
999,0.194,0.703,0.808,0.602,0.667,0.731,0.694
999,0.196,0.698,0.797,0.605,0.662,0.709,0.638
999,0.194,0.677,0.79,0.607,0.657,0.687,0.608
999,0.192,0.655,0.743,0.602,0.67,0.722,0.658
999,0.189,0.677,0.765,0.595,0.694,0.778,0.719
999,0.187,0.694,0.798,0.587,0.696,0.761,0.72
999,0.185,0.672,0.806,0.58,0.698,0.745,0.676
999,0.183,0.671,0.796,0.573,0.7,0.792,0.726
0.227,0.181,0.681,0.798,0.517,0.703,0.779,0.719
999,0.179,0.658,0.845,0.519,0.688,0.751,0.693
999,0.177,0.697,0.855,0.521,0.657,0.731,0.687
999,0.179,0.716,0.842,0.522,0.671,0.815,0.75
999,0.185,0.717,0.858,0.524,0.684,0.802,0.719
999,0.191,0.693,0.85,0.525,0.691,0.791,0.72
999,0.197,0.666,0.867,0.528,0.694,0.757,0.729
999,0.202,0.709,0.881,0.532,0.696,0.777,0.759
999,0.208,0.839,0.891,0.535,0.695,0.78,0.762
999,0.193,0.558,0.988,0.539,0.694,0.778,0.713
0.232,0.129,0.581,1,0.542,0.661,0.773,0.73
999,0.116,0.649,0.835,0.556,0.589,0.646,0.558
999,0.16,0.659,0.688,0.569,0.571,0.626,0.548
999,0.191,0.681,0.472,0.583,0.554,0.668,0.6
999,0.217,0.657,0.321,0.597,0.566,0.65,0.588
999,0.243,0.665,0.251,0.61,0.557,0.612,0.592
999,0.283,0.741,0.242,0.617,0.562,0.757,0.679
999,0.33,0.674,0.25,0.616,0.619,0.75,0.735
999,0.295,0.72,0.25,0.615,0.619,0.696,0.672
999,0.26,0.729,0.326,0.611,0.61,0.661,0.637
0.193,0.25,0.715,0.323,0.598,0.615,0.727,0.657
999,0.247,0.684,0.317,0.586,0.671,0.741,0.712
999,0.244,0.686,0.325,0.573,0.685,0.701,0.665
999,0.241,0.688,0.324,0.56,0.682,0.688,0.635
999,0.238,0.701,0.325,0.547,0.659,0.639,0.599
999,0.235,0.707,0.324,0.535,0.63,0.623,0.585
999,0.232,0.683,0.321,0.522,0.625,0.647,0.586
999,0.229,0.723,0.379,0.509,0.619,0.671,0.601
999,0.226,0.695,0.372,0.496,0.646,0.752,0.692
999,0.223,0.663,0.426,0.468,0.676,0.707,0.666
0.255,0.219,0.71,0.491,0.399,0.666,0.711,0.662
999,0.204,0.697,0.506,0.397,0.67,0.688,0.631
999,0.19,0.719,0.618,0.395,0.673,0.683,0.621
999,0.176,0.727,0.691,0.394,0.677,0.75,0.681
999,0.162,0.705,0.695,0.392,0.68,0.744,0.681
999,0.125,0.615,0.735,0.39,0.625,0.494,0.478
999,0.0363,0.681,0.797,0.388,0.419,0.378,0.328
999,0.014,0.68,0.639,0.386,0.167,0.324,0.273
999,0.00843,0.642,0.515,0.384,0.0962,0.369,0.295
999,0.0449,0.65,0.503,0.382,0.119,0.489,0.387
0.322,0.0519,0.68,0.497,0.38,0.141,0.49,0.39
999,0.0589,0.667,0.501,0.378,0.164,0.482,0.4
999,0.0659,0.703,0.505,0.376,0.187,0.465,0.389
999,0.0729,0.675,0.502,0.374,0.216,0.528,0.42
999,0.0799,0.673,0.499,0.372,0.251,0.59,0.494
999,0.087,0.699,0.504,0.37,0.291,0.608,0.543
999,0.094,0.708,0.501,0.368,0.348,0.615,0.568
999,0.101,0.671,0.498,0.367,0.404,0.664,0.573
999,0.108,0.647,0.493,0.365,0.458,0.712,0.648
999,0.115,0.682,0.502,0.363,0.511,0.752,0.652
1,0.122,0.693,0.587,0.363,0.542,0.725,0.652
999,0.129,0.695,0.627,0.364,0.508,0.618,0.579
999,0.136,0.708,0.62,0.365,0.484,0.58,0.536
999,0.143,0.703,0.573,0.365,0.469,0.569,0.522
999,0.15,0.675,0.549,0.366,0.472,0.611,0.525
999,0.157,0.664,0.552,0.366,0.464,0.576,0.532
999,0.164,0.668,0.55,0.367,0.47,0.584,0.532
999,0.171,0.675,0.547,0.368,0.472,0.563,0.518
999,0.179,0.655,0.557,0.368,0.474,0.549,0.515
999,0.187,0.67,0.534,0.369,0.472,0.569,0.483
1,0.196,0.672,0.492,0.37,0.474,0.564,0.517
999,0.204,0.677,0.504,0.37,0.473,0.506,0.49
999,0.213,0.648,0.468,0.371,0.467,0.519,0.492
999,0.221,0.668,0.408,0.372,0.479,0.544,0.494
999,0.23,0.664,0.407,0.372,0.501,0.549,0.51
999,0.238,0.694,0.401,0.373,0.515,0.561,0.519
999,0.247,0.682,0.4,0.374,0.546,0.597,0.527
999,0.255,0.67,0.397,0.374,0.579,0.613,0.58
999,0.264,0.684,0.404,0.375,0.624,0.654,0.6
999,0.273,0.686,0.39,0.375,0.656,0.64,0.598
0.875,0.281,0.66,0.407,0.376,0.676,0.652,0.601
999,0.29,0.673,0.4,0.377,0.691,0.646,0.597
999,0.298,0.675,0.403,0.377,0.687,0.621,0.603
999,0.227,0.681,0.399,0.378,0.683,0.633,0.593
999,0.239,0.701,0.401,0.379,0.679,0.633,0.595
999,0.252,0.706,0.397,0.379,0.693,0.663,0.623
999,0.265,0.688,0.396,0.38,0.737,0.752,0.693
999,0.278,0.67,0.404,0.381,0.781,0.76,0.746
999,0.288,0.683,0.507,0.381,0.795,0.762,0.729
999,0.281,0.681,0.5,0.382,0.783,0.741,0.707
0.638,0.274,0.665,0.508,0.383,0.782,0.727,0.668
999,0.266,0.685,0.496,0.383,0.782,0.755,0.718
999,0.259,0.684,0.504,0.384,0.783,0.729,0.688
999,0.252,0.677,0.497,0.385,0.78,0.66,0.641
999,0.244,0.683,0.497,0.385,0.76,0.639,0.602
999,0.237,0.675,0.498,0.386,0.732,0.658,0.616
999,0.232,0.707,0.553,0.386,0.729,0.719,0.647
999,0.226,0.696,0.554,0.387,0.767,0.74,0.685
999,0.244,0.683,0.549,0.388,0.79,0.771,0.72
999,0.276,0.68,0.546,0.388,0.813,0.78,0.725
0.367,0.307,0.697,0.607,0.389,0.836,0.841,0.793
999,0.338,0.727,0.627,0.39,0.857,0.841,0.798
999,0.369,0.699,0.625,0.39,0.871,0.835,0.78
999,0.4,0.688,0.634,0.391,0.884,0.844,0.786
999,0.368,0.659,0.752,0.392,0.838,0.698,0.666
999,0.32,0.681,0.758,0.392,0.792,0.648,0.6
999,0.273,0.666,0.677,0.393,0.758,0.579,0.537
999,0.225,0.686,0.634,0.394,0.747,0.638,0.579
999,0.177,0.681,0.622,0.394,0.736,0.641,0.575
999,0.158,0.691,0.631,0.395,0.7,0.607,0.572
0.235,0.172,0.692,0.627,0.395,0.665,0.615,0.561
999,0.185,0.759,0.619,0.414,0.639,0.605,0.546
999,0.199,0.74,0.624,0.437,0.607,0.601,0.544
999,0.213,0.665,0.491,0.459,0.62,0.597,0.544
999,0.226,0.66,0.501,0.482,0.699,0.71,0.651
999,0.24,0.671,0.55,0.494,0.731,0.715,0.688
999,0.248,0.695,0.576,0.493,0.73,0.685,0.646
999,0.254,0.7,0.633,0.492,0.732,0.637,0.608
999,0.26,0.69,0.62,0.491,0.738,0.608,0.626
999,0.266,0.661,0.623,0.49,0.744,0.633,0.592
0.263,0.271,0.677,0.631,0.489,0.749,0.617,0.61
999,0.277,0.638,0.617,0.488,0.754,0.649,0.609
999,0.283,0.647,0.631,0.487,0.758,0.674,0.634
999,0.289,0.66,0.622,0.486,0.763,0.653,0.631
999,0.294,0.693,0.623,0.485,0.769,0.645,0.632
999,0.3,0.665,0.623,0.484,0.776,0.669,0.641
999,0.306,0.682,0.629,0.483,0.784,0.678,0.64
999,0.311,0.686,0.625,0.482,0.791,0.703,0.676
999,0.317,0.693,0.626,0.482,0.799,0.722,0.672
999,0.323,0.667,0.623,0.481,0.805,0.666,0.645
0.292,0.329,0.669,0.62,0.48,0.803,0.633,0.635
999,0.334,0.692,0.623,0.479,0.798,0.616,0.596
999,0.341,0.683,0.625,0.478,0.785,0.603,0.556
999,0.347,0.66,0.525,0.477,0.772,0.6,0.56
999,0.354,0.701,0.5,0.476,0.794,0.62,0.58
999,0.36,0.67,0.503,0.475,0.785,0.613,0.618
999,0.367,0.66,0.503,0.432,0.776,0.631,0.608
999,0.368,0.704,0.545,0.379,0.767,0.632,0.597
999,0.364,0.684,0.555,0.377,0.742,0.613,0.598
999,0.36,0.676,0.554,0.377,0.74,0.611,0.558
0.207,0.356,0.678,0.602,0.377,0.737,0.53,0.527
999,0.352,0.667,0.602,0.377,0.732,0.537,0.509
999,0.348,0.694,0.598,0.377,0.728,0.488,0.478
999,0.346,0.689,0.607,0.377,0.723,0.512,0.475
999,0.347,0.665,0.595,0.377,0.719,0.523,0.473
999,0.348,0.692,0.598,0.377,0.714,0.49,0.491
999,0.349,0.687,0.611,0.377,0.71,0.521,0.489
999,0.35,0.693,0.604,0.377,0.705,0.536,0.488
999,0.351,0.671,0.596,0.377,0.716,0.532,0.496
999,0.352,0.672,0.59,0.377,0.728,0.569,0.517
0.142,0.353,0.709,0.677,0.377,0.741,0.563,0.546
999,0.355,0.697,0.674,0.377,0.734,0.541,0.519
999,0.356,0.658,0.678,0.377,0.74,0.555,0.519
999,0.357,0.67,0.681,0.377,0.727,0.524,0.503
999,0.358,0.687,0.681,0.377,0.714,0.473,0.442
999,0.34,0.685,0.677,0.377,0.7,0.439,0.402
999,0.317,0.658,0.669,0.376,0.686,0.41,0.401
999,0.294,0.687,0.673,0.376,0.673,0.418,0.388
999,0.299,0.692,0.62,0.376,0.661,0.406,0.378
999,0.312,0.689,0.603,0.376,0.698,0.501,0.463
0.0907,0.325,0.68,0.603,0.376,0.736,0.565,0.548
999,0.334,0.683,0.72,0.376,0.757,0.562,0.552
999,0.343,0.712,0.742,0.376,0.751,0.572,0.545
999,0.351,0.704,0.804,0.376,0.727,0.526,0.491
999,0.36,0.702,0.831,0.376,0.707,0.504,0.459
999,0.369,0.685,0.827,0.376,0.703,0.511,0.471
999,0.378,0.704,0.881,0.376,0.703,0.511,0.478
999,0.386,0.705,0.88,0.376,0.709,0.476,0.475
999,0.395,0.692,0.881,0.376,0.715,0.535,0.475
999,0.404,0.68,0.876,0.376,0.72,0.547,0.493
0.0737,0.413,0.668,0.875,0.376,0.726,0.538,0.497
999,0.395,0.667,0.876,0.376,0.729,0.513,0.476
999,0.371,0.654,0.869,0.376,0.726,0.511,0.5
999,0.347,0.706,0.884,0.376,0.725,0.499,0.467
999,0.322,0.701,0.877,0.376,0.727,0.535,0.491
999,0.313,0.666,0.878,0.376,0.729,0.516,0.5
999,0.321,0.653,0.88,0.376,0.731,0.52,0.5
999,0.329,0.674,0.879,0.376,0.733,0.523,0.502
999,0.337,0.696,0.872,0.376,0.735,0.538,0.511
999,0.353,0.711,0.874,0.375,0.738,0.584,0.515
0.0572,0.37,0.705,0.873,0.375,0.752,0.607,0.573
999,0.386,0.716,0.881,0.375,0.766,0.61,0.585
999,0.403,0.704,0.869,0.375,0.781,0.631,0.608
999,0.419,0.695,0.879,0.375,0.795,0.623,0.614
999,0.435,0.692,0.876,0.375,0.791,0.603,0.563
999,0.452,0.688,0.883,0.375,0.783,0.568,0.53
999,0.468,0.689,0.88,0.375,0.775,0.555,0.532
999,0.484,0.68,0.878,0.375,0.768,0.576,0.533
999,0.501,0.686,0.876,0.375,0.774,0.583,0.534
999,0.517,0.694,0.881,0.375,0.779,0.588,0.545
0.036,0.533,0.694,0.877,0.375,0.785,0.583,0.567
999,0.55,0.676,0.875,0.375,0.79,0.577,0.529
999,0.555,0.631,0.873,0.375,0.785,0.517,0.491
999,0.489,0.626,0.881,0.375,0.74,0.416,0.4
999,0.424,0.656,0.88,0.375,0.694,0.375,0.337
999,0.358,0.692,0.878,0.375,0.649,0.352,0.298
999,0.292,0.7,0.876,0.375,0.619,0.355,0.306
999,0.256,0.699,0.876,0.375,0.603,0.351,0.325
999,0.253,0.684,0.869,0.375,0.587,0.398,0.342
999,0.25,0.668,0.881,0.375,0.571,0.381,0.342
0.0428,0.247,0.671,0.879,0.375,0.555,0.393,0.342
999,0.244,0.704,0.879,0.375,0.538,0.394,0.328
999,0.241,0.7,0.867,0.374,0.521,0.42,0.345
999,0.238,0.713,0.883,0.374,0.518,0.462,0.414
999,0.249,0.7,0.878,0.374,0.568,0.518,0.493
999,0.274,0.685,0.874,0.374,0.617,0.588,0.534
999,0.3,0.653,0.881,0.374,0.667,0.594,0.54
999,0.326,0.653,0.881,0.374,0.684,0.584,0.543
999,0.351,0.66,0.876,0.374,0.696,0.563,0.516
999,0.377,0.663,0.88,0.374,0.694,0.549,0.524
0.183,0.376,0.681,0.858,0.373,0.685,0.531,0.464
999,0.374,0.711,0.879,0.373,0.676,0.498,0.462
999,0.371,0.722,0.942,0.373,0.676,0.522,0.457
999,0.369,0.742,0.957,0.373,0.677,0.539,0.465
999,0.367,0.718,0.954,0.373,0.679,0.519,0.461
999,0.364,0.69,0.953,0.373,0.68,0.466,0.419
999,0.362,0.676,0.96,0.373,0.677,0.435,0.418
999,0.36,0.686,0.954,0.373,0.667,0.463,0.417
999,0.357,0.691,0.953,0.372,0.658,0.481,0.418
999,0.348,0.676,0.952,0.372,0.648,0.463,0.417
0.2,0.339,0.68,0.954,0.372,0.638,0.446,0.375
999,0.33,0.681,0.95,0.372,0.628,0.465,0.398
999,0.321,0.706,0.949,0.372,0.621,0.435,0.374
999,0.313,0.718,0.948,0.372,0.613,0.43,0.362
999,0.304,0.698,0.948,0.372,0.606,0.426,0.378
999,0.295,0.696,0.953,0.371,0.6,0.425,0.36
999,0.299,0.69,0.955,0.371,0.594,0.421,0.373
999,0.307,0.661,0.955,0.371,0.588,0.418,0.383
999,0.315,0.669,0.953,0.371,0.582,0.4,0.338
999,0.323,0.677,0.954,0.371,0.56,0.39,0.346
0.172,0.331,0.684,0.951,0.371,0.563,0.413,0.345
999,0.328,0.66,0.954,0.371,0.58,0.423,0.392
999,0.32,0.637,0.86,0.37,0.597,0.456,0.414
999,0.311,0.579,0.864,0.37,0.614,0.454,0.404
999,0.302,0.64,0.844,0.37,0.587,0.409,0.352
999,0.294,0.675,0.858,0.37,0.553,0.386,0.332
999,0.274,0.656,0.855,0.37,0.519,0.361,0.31
999,0.24,0.672,0.852,0.37,0.469,0.32,0.26
999,0.206,0.66,0.853,0.37,0.392,0.312,0.249
999,0.18,0.7,0.781,0.369,0.315,0.297,0.222
0.213,0.208,0.685,0.747,0.369,0.35,0.395,0.309
999,0.235,0.688,0.758,0.369,0.414,0.486,0.419
999,0.263,0.666,0.751,0.369,0.489,0.526,0.445
999,0.266,0.658,0.751,0.369,0.507,0.459,0.4
999,0.262,0.663,0.744,0.369,0.502,0.377,0.343
999,0.258,0.67,0.755,0.369,0.458,0.342,0.275
999,0.226,0.692,0.749,0.368,0.402,0.295,0.261
999,0.233,0.705,0.751,0.368,0.336,0.289,0.232
999,0.24,0.708,0.757,0.368,0.291,0.318,0.238
999,0.248,0.722,0.753,0.368,0.331,0.394,0.311
0.401,0.263,0.709,0.752,0.368,0.422,0.513,0.431
999,0.297,0.722,0.826,0.368,0.529,0.558,0.483
999,0.332,0.715,0.833,0.368,0.621,0.627,0.589
999,0.364,0.655,0.82,0.367,0.664,0.565,0.524
999,0.382,0.657,0.823,0.367,0.686,0.498,0.461
999,0.401,0.676,0.821,0.367,0.708,0.511,0.461
999,0.419,0.692,0.836,0.367,0.73,0.536,0.484
999,0.437,0.675,0.822,0.367,0.735,0.57,0.533
999,0.436,0.68,0.828,0.367,0.741,0.595,0.53
999,0.413,0.677,0.826,0.367,0.728,0.528,0.497
0.486,0.391,0.66,0.825,0.366,0.708,0.488,0.417
999,0.402,0.706,0.823,0.366,0.701,0.485,0.417
999,0.456,0.705,0.827,0.366,0.71,0.497,0.458
999,0.427,0.694,0.826,0.366,0.746,0.581,0.514
999,0.454,0.69,0.819,0.366,0.749,0.585,0.564
999,0.481,0.68,0.832,0.366,0.751,0.6,0.565
999,0.509,0.657,0.828,0.366,0.748,0.565,0.549
999,0.536,0.655,0.832,0.366,0.721,0.534,0.505
999,0.53,0.653,0.827,0.365,0.693,0.464,0.414
999,0.482,0.663,0.828,0.365,0.666,0.405,0.379
0.305,0.433,0.691,0.831,0.365,0.649,0.401,0.342
999,0.393,0.722,0.829,0.365,0.667,0.469,0.417
999,0.418,0.717,0.83,0.479,0.685,0.506,0.432
999,0.442,0.711,0.827,0.481,0.705,0.548,0.495
999,0.466,0.667,0.829,0.482,0.738,0.598,0.551
999,0.488,0.648,0.829,0.484,0.759,0.583,0.561
999,0.511,0.622,0.826,0.485,0.752,0.558,0.531
999,0.456,0.655,0.826,0.487,0.716,0.49,0.435
999,0.381,0.651,0.829,0.488,0.662,0.389,0.361
999,0.305,0.688,0.829,0.49,0.617,0.369,0.308
0.152,0.316,0.712,0.835,0.491,0.612,0.395,0.303
999,0.349,0.727,0.825,0.492,0.643,0.495,0.411
999,0.383,0.72,0.831,0.494,0.693,0.529,0.466
999,0.331,0.565,0.821,0.495,0.691,0.533,0.478
999,0.202,0.647,0.831,0.497,0.628,0.49,0.412
999,0.214,0.676,0.828,0.498,0.654,0.404,0.379
999,0.226,0.661,0.829,0.5,0.655,0.508,0.405
999,0.215,0.724,0.822,0.501,0.649,0.496,0.424
999,0.207,0.675,0.822,0.503,0.645,0.499,0.423
999,0.232,0.646,0.835,0.504,0.619,0.42,0.374
0.104,0.196,0.656,0.797,0.506,0.593,0.429,0.349
999,0.161,0.66,0.82,0.507,0.554,0.381,0.338
999,0.125,0.7,0.831,0.509,0.495,0.38,0.286
999,0.101,0.694,0.828,0.51,0.435,0.402,0.286
999,0.0851,0.676,0.779,0.512,0.378,0.387,0.328
999,0.0689,0.666,0.765,0.513,0.381,0.419,0.355
999,0.0735,0.684,0.749,0.515,0.384,0.447,0.357
999,0.0902,0.689,0.748,0.516,0.387,0.431,0.35
999,0.107,0.679,0.751,0.518,0.39,0.431,0.344
999,0.124,0.679,0.753,0.519,0.41,0.405,0.352
0.196,0.14,0.662,0.754,0.521,0.458,0.451,0.393
999,0.202,0.687,0.679,0.522,0.537,0.555,0.467
999,0.274,0.67,0.67,0.524,0.648,0.676,0.616
999,0.341,0.657,0.728,0.525,0.725,0.708,0.666
999,0.406,0.665,0.727,0.403,0.744,0.712,0.657
999,0.471,0.68,0.718,0.386,0.764,0.692,0.666
999,0.526,0.697,0.722,0.368,0.783,0.733,0.687
999,0.576,0.706,0.738,0.351,0.802,0.719,0.693
999,0.625,0.7,0.779,0.334,0.814,0.733,0.695
999,0.67,0.706,0.776,0.317,0.819,0.75,0.693
0.338,0.709,0.68,0.772,0.3,0.821,0.738,0.697
999,0.748,0.679,0.775,0.294,0.823,0.686,0.672
999,0.782,0.663,0.781,0.293,0.811,0.648,0.621
999,0.782,0.664,0.782,0.293,0.786,0.603,0.591
999,0.782,0.7,0.776,0.293,0.778,0.596,0.57
999,0.782,0.71,0.774,0.293,0.786,0.626,0.573
999,0.782,0.705,0.796,0.293,0.794,0.677,0.618
999,0.813,0.7,0.823,0.293,0.801,0.694,0.654
999,0.781,0.709,0.825,0.293,0.809,0.729,0.695
999,0.78,0.68,0.89,0.293,0.814,0.713,0.68
0.152,0.778,0.663,0.908,0.293,0.773,0.637,0.598
999,0.736,0.689,0.903,0.292,0.731,0.574,0.508
999,0.684,0.699,0.903,0.292,0.714,0.534,0.495
999,0.631,0.693,0.899,0.292,0.709,0.52,0.462
999,0.579,0.673,0.898,0.292,0.703,0.516,0.452
999,0.526,0.687,0.962,0.292,0.697,0.485,0.45
999,0.474,0.654,0.953,0.292,0.651,0.364,0.326
999,0.365,0.647,0.948,0.292,0.589,0.221,0.206
999,0.241,0.664,0.922,0.292,0.526,0.181,0.15
999,0.235,0.667,0.793,0.292,0.464,0.179,0.134
0.0256,0.233,0.634,0.752,0.291,0.409,0.215,0.157
999,0.231,0.638,0.643,0.291,0.359,0.239,0.206
999,0.229,0.645,0.631,0.291,0.358,0.297,0.263
999,0.227,0.647,0.529,0.291,0.357,0.335,0.292
999,0.225,0.648,0.498,0.291,0.41,0.406,0.358
999,0.231,0.642,0.502,0.291,0.469,0.438,0.42
999,0.238,0.679,0.497,0.291,0.476,0.434,0.42
999,0.246,0.695,0.501,0.291,0.482,0.41,0.372
999,0.254,0.699,0.502,0.291,0.489,0.438,0.387
999,0.262,0.657,0.5,0.291,0.496,0.438,0.409
0.215,0.269,0.657,0.499,0.29,0.502,0.431,0.409
999,0.277,0.665,0.503,0.29,0.509,0.431,0.403
999,0.285,0.668,0.508,0.29,0.5,0.405,0.361
999,0.293,0.672,0.5,0.29,0.489,0.422,0.373
999,0.3,0.693,0.502,0.29,0.496,0.407,0.382
999,0.308,0.67,0.5,0.29,0.517,0.435,0.409
999,0.316,0.688,0.498,0.29,0.538,0.46,0.426
999,0.325,0.667,0.497,0.29,0.56,0.449,0.414
999,0.336,0.677,0.503,0.29,0.581,0.475,0.442
999,0.348,0.689,0.504,0.289,0.602,0.452,0.414
0.484,0.36,0.692,0.5,0.289,0.624,0.498,0.455
999,0.372,0.697,0.507,0.319,0.646,0.53,0.492
999,0.384,0.697,0.529,0.366,0.671,0.546,0.513
999,0.396,0.692,0.574,0.368,0.666,0.534,0.479
999,0.398,0.664,0.596,0.367,0.648,0.482,0.447
999,0.39,0.658,0.602,0.367,0.63,0.437,0.402
999,0.381,0.656,0.608,0.366,0.615,0.396,0.362
999,0.373,0.689,0.605,0.366,0.601,0.417,0.362
999,0.364,0.696,0.6,0.366,0.593,0.456,0.375
999,0.356,0.676,0.602,0.365,0.606,0.475,0.434
0.426,0.347,0.67,0.605,0.365,0.62,0.489,0.435
999,0.339,0.661,0.599,0.365,0.633,0.444,0.436
999,0.33,0.67,0.604,0.364,0.629,0.453,0.432
999,0.322,0.675,0.633,0.364,0.623,0.444,0.415
999,0.327,0.681,0.625,0.364,0.616,0.448,0.402
